;;;;;;;;;;;;;;;;
CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
13-03-0036-42;13-010;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO EL RODEO ALDEA PANILLA;;AUGUSTO RENɠCASTILLO AGUIRRE;SAIRO BACILIO VILLATORO VSQUEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0037-42;13-009;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO SAN JOSE ALDEA CHIQUE;;AUGUSTO RENɠCASTILLO AGUIRRE;ELMER LEONEL LӐEZ PɒEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0038-42;13-009;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO LAS ESPINAS ALDEA CACUM;;AUGUSTO RENɠCASTILLO AGUIRRE;CARMEN ELIZABETH GARĆ HERNNDEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0039-42;13-009;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO PINO SOLO ALDEA CHOCAL;;AUGUSTO RENɠCASTILLO AGUIRRE;RICARDO EGIDIO MART͎EZ RAM͒EZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0040-42;13-009;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO PLAN GRANDE ALDEA QUIAQUIZUYAL;;AUGUSTO RENɠCASTILLO AGUIRRE;SINDY ALICIA VSQUEZ RAMOS;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0041-42;13-009;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO CRUZ CHAJ ALDEA CIENIEGUILLAS;;AUGUSTO RENɠCASTILLO AGUIRRE;CARMEN BEATRIZ MART͎EZ RAMOS;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0042-42;13-009;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO LOS HORCONES Y CASERIO GUACACHIPOL;;AUGUSTO RENɠCASTILLO AGUIRRE;ISRAEL EDILZAR RODAS PɒEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0043-42;13-009;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO NUEVO BELEN ALDEA CACUM;;AUGUSTO RENɠCASTILLO AGUIRRE;MAŔ LOURDES CALDERӎ VILLATORO DE MOLINA;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0044-42;13-009;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO EL PACATE ALDEA LA CAL;45370893;AUGUSTO RENɠCASTILLO AGUIRRE;GRECIA BRISEYDA MONZӎ CALDERӎ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0045-42;13-009;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;ALDEA XEPON;;AUGUSTO RENɠCASTILLO AGUIRRE;MANUELA ORALIA SONTAY IXCOY;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0046-45;13-009;HUEHUETENANGO;MALACATANCITO;COLEGIO PRIVADO MIXTO XEPON;ALDEA XEPON GRANDE;47838773;AUGUSTO RENɠCASTILLO AGUIRRE;APOLONIO MARINO RODR͇UEZ MORALES;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0047-46;13-009;HUEHUETENANGO;MALACATANCITO;COLEGIO PRIVADO MIXTO XEPON;ALDEA XEPON GRANDE;47838773;AUGUSTO RENɠCASTILLO AGUIRRE;APOLONIO MARINO RODR͇UEZ MORALES;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0048-46;13-010;HUEHUETENANGO;MALACATANCITO;COLEGIO MIXTO INTERCULTURAL MALACATANCITO;CABECERA MUNICIPAL;57720727;AUGUSTO RENɠCASTILLO AGUIRRE;JUAN ALONZO RAMOS RAMOS;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0049-46;13-010;HUEHUETENANGO;MALACATANCITO;COLEGIO MIXTO INTERCULTURAL MALACATANCITO;CABECERA MUNICIPAL;77569712;AUGUSTO RENɠCASTILLO AGUIRRE;JUAN ALONZO RAMOS RAMOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0050-46;13-010;HUEHUETENANGO;MALACATANCITO;COLEGIO MIXTO INTERCULTURAL MALACATANCITO;CABECERA MUNICIPAL;77569712;AUGUSTO RENɠCASTILLO AGUIRRE;JUAN ALONZO RAMOS RAMOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0051-46;13-010;HUEHUETENANGO;MALACATANCITO;"LICEO CATӌICO MIXTO ""SAGRADO CORAZӎ DE JESړ""";CALZADA FɌIX CALDERӎ AVILA 0-15, ZONA 6, BARRIO LA COMUNIDAD;77569558;AUGUSTO RENɠCASTILLO AGUIRRE;TOMASA ZACAŔS DOMINGO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0052-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;CASERIO EL PERICON, ALDEA QUIAQUIZUYAL;;AUGUSTO RENɠCASTILLO AGUIRRE;REYNA KARINA BARRIOS LӐEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0053-45;13-010;HUEHUETENANGO;MALACATANCITO;INEB DE TELESECUNDARIA;CASERIO EL RODEO ALDEA PANILLA;;AUGUSTO RENɠCASTILLO AGUIRRE;ROSA CATALINA ROJAS ESCALANTE;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0054-45;13-010;HUEHUETENANGO;MALACATANCITO;INEB DE TELESECUNDARIA;ALDEA CUCAL CENTRO;30113007;AUGUSTO RENɠCASTILLO AGUIRRE;MAŔ ALEJANDRA RECINOS TORREZ;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0055-46;13-009;HUEHUETENANGO;MALACATANCITO;ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA -AMERG-;ALDEA XEPON CHIQUITO;53013050;AUGUSTO RENɠCASTILLO AGUIRRE;PABLO TAYUN SONTAY;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0056-42;13-010;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;ALDEA PUCAL;51554749;AUGUSTO RENɠCASTILLO AGUIRRE;MAYRA JUDITH ALVARADO VILLATORO DE RAMOS;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0057-42;13-010;HUEHUETENANGO;MALACATANCITO;EODP ANEXA A EORM;CASERIO PARTE ALTA ALDEA CUCAL;0;AUGUSTO RENɠCASTILLO AGUIRRE;SADY ADRIANA AVILA BARRIOS DE MART͎EZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0058-41;13-009;HUEHUETENANGO;MALACATANCITO;COPB ANEXO A EORM;CASERIO CHIPILINES ALDEA XEPON GRANDE;0;AUGUSTO RENɠCASTILLO AGUIRRE;CANDELARIA ZARAT IXCOY;PREPRIMARIA BILINGUE;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0059-46;13-009;HUEHUETENANGO;MALACATANCITO;ASOCIACIӎ DE MAESTROS DE EDUCACIӎ RURAL DE GUATEMALA -AMERG-;XEPON CHIQUITO;40659542;AUGUSTO RENɠCASTILLO AGUIRRE;PABLO TAYڎ SONTAY;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0060-46;13-010;HUEHUETENANGO;MALACATANCITO;COLEGIO PARROQUIAL MIXTO SANTA ANA;CALZADA FɌIX CALDERӎ AVILA 0-15, ZONA 6 BARRIO LA COMUNIDAD;77569558;AUGUSTO RENɠCASTILLO AGUIRRE;TOMASA ZACAŔS DOMINGO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0061-42;13-009;HUEHUETENANGO;MALACATANCITO;COLEGIO MIXTO INTERCULTURAL MALACATANCITO;CABECERA MUNICIPAL DE MALACATANCITO;77569712;AUGUSTO RENɠCASTILLO AGUIRRE;JUAN ALONZO RAMOS RAMOS;PARVULOS;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0062-43;13-009;HUEHUETENANGO;MALACATANCITO;COLEGIO MIXTO INTERCULTURAL MALACATANCITO;CABECERA MUNICIPAL DE MALACATANCITO;77569712;AUGUSTO RENɠCASTILLO AGUIRRE;JUAN ALONZO RAMOS RAMOS;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0063-45;13-009;HUEHUETENANGO;MALACATANCITO;COLEGIO MIXTO INTERCULTURAL MALACATANCITO;CABECERA MUNICIPAL DE MALACATANCITO;77569712;AUGUSTO RENɠCASTILLO AGUIRRE;JUAN ALONZO RAMOS RAMOS;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0064-46;13-010;HUEHUETENANGO;MALACATANCITO;INSTITUTO MUNICIPAL DE EDUCACIӎ DIVERSIFICADA NOCTURNA;BARRIO SAN JOAQU͎;50073799;AUGUSTO RENɠCASTILLO AGUIRRE;DAVID GERARDO ALFARO;DIVERSIFICADO;MUNICIPAL;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0065-46;13-010;HUEHUETENANGO;MALACATANCITO;"LICEO PRIVADO MIXTO ""EMANUEL""";CABECERA MUNICIPAL;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;SAIRO BACILIO VILLATORO VSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0066-45;13-010;HUEHUETENANGO;MALACATANCITO;"LICEO PRIVADO MIXTO ""EMANUEL""";CABECERA MUNICIPAL;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;SAIRO BACILIO VILLATORO VSQUEZ;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0067-46;13-010;HUEHUETENANGO;MALACATANCITO;"LICEO PRIVADO MIXTO ""EMANUEL""";CABECERA MUNICIPAL;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;SAIRO BACILIO VILLATORO VSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0068-46;13-010;HUEHUETENANGO;MALACATANCITO;"LICEO PRIVADO MIXTO ""EMANUEL""";CABECERA MUNICIPAL;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;SAIRO BACILIO VILLATORO VSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0069-46;13-010;HUEHUETENANGO;MALACATANCITO;COLEGIO TECNOLӇICO RURAL;CASER͏ TOJOCHN;53322650;AUGUSTO RENɠCASTILLO AGUIRRE;MICHAEL AROLDO RODR͇UEZ LӐEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0070-46;13-010;HUEHUETENANGO;MALACATANCITO;COLEGIO TECNOLӇICO RURAL;CASER͏ TOJOCHN, ALDEA PUCAL;53226509;AUGUSTO RENɠCASTILLO AGUIRRE;MICHAEL AROLDO RODR͇UEZ LӐEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0071-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;SECTOR BARRIOS;57297306;AUGUSTO RENɠCASTILLO AGUIRRE;KAREM PAOLA GONZLEZ MONZӎ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0072-45;13-010;HUEHUETENANGO;MALACATANCITO;LICEO PRIVADO MIXTO EMANUEL;CALZADA PRINCIPAL BARRIO LA COMUNIDAD;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;SAIRO BACILIO VILLATORO VSQUEZ;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0073-45;13-010;HUEHUETENANGO;MALACATANCITO;COLEGIO PRIVADO MIXTO TECNOLӇICO RURAL;CASER͏ TOJOCHAN, ALDEA PڃAL;53226509;AUGUSTO RENɠCASTILLO AGUIRRE;MICHAEL AROLDO RODR͇UEZ LӐEZ;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0074-45;13-010;HUEHUETENANGO;MALACATANCITO;COLEGIO PRIVADO MIXTO TECNOLӇICO RURAL;CASER͏ TOJOCHAN, ALDEA PڃAL;53226509;AUGUSTO RENɠCASTILLO AGUIRRE;MICHAEL AROLDO RODR͇UEZ LӐEZ;BASICO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;HUEHUETENANGO
13-03-0075-42;13-010;HUEHUETENANGO;MALACATANCITO;LICEO PRIVADO MIXTO EMANUEL;CABECERA MUNICIPAL DE MALACATANCITO MALACATANCITO;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;FLAVIO ARTURO SAMAYOA RAMOS;PARVULOS;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0076-46;13-010;HUEHUETENANGO;MALACATANCITO;LICEO PRIVADO MIXTO EMANUEL;CABECERA MUNICIPAL DE MALACATANCITO MALACATANCITO;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;FLAVIO ARTURO SAMAYOA RAMOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);HUEHUETENANGO
13-03-0077-43;13-010;HUEHUETENANGO;MALACATANCITO;LICEO PRIVADO MIXTO EMANUEL;CABECERA MUNICIPAL;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;FLAVIO ARTURO SAMAYOA RAMOS;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0078-45;13-010;HUEHUETENANGO;MALACATANCITO;LICEO PRIVADO MIXTO EMANUEL;CABECERA MUNICIPAL;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;SAIRO BACILIO VILLATORO VSQUEZ;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0079-45;13-009;HUEHUETENANGO;MALACATANCITO;NڃLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED 642;CASER͏ LA CUMBRE, ALDEA CACUM;45277139;AUGUSTO RENɠCASTILLO AGUIRRE;YENIFER ILIANA AVILA ASENCIO;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0080-46;13-010;HUEHUETENANGO;MALACATANCITO;LICEO PRIVADO MIXTO EMANUEL;CABECERA MUNICIPAL;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;SAIRO BACILIO VILLATORO VSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN D́ A LA SEMANA);HUEHUETENANGO
13-03-0081-45;13-010;HUEHUETENANGO;MALACATANCITO;LICEO PRIVADO MIXTO EMANUEL;CABECERA MUNICIPAL;50054877;AUGUSTO RENɠCASTILLO AGUIRRE;SAIRO BACILIO VILLATORO VSQUEZ;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN D́ A LA SEMANA);HUEHUETENANGO
13-03-0082-45;13-009;HUEHUETENANGO;MALACATANCITO;COLEGIO MIXTO INTERCULTURAL MALACATANCITO;CABECERA MUNICIPAL;77569712;AUGUSTO RENɠCASTILLO AGUIRRE;JUAN ALONZO RAMOS RAMOS;BASICO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN D́ A LA SEMANA);HUEHUETENANGO
13-03-0083-46;13-009;HUEHUETENANGO;MALACATANCITO;COLEGIO MIXTO INTERCULTURAL MALACATANCITO;CABECERA MUNICIPAL;77569712;AUGUSTO RENɠCASTILLO AGUIRRE;JUAN ALONZO RAMOS RAMOS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN D́ A LA SEMANA);HUEHUETENANGO
13-03-0084-46;13-010;HUEHUETENANGO;MALACATANCITO;COLEGIO PRIVADO MIXTO TECNOLӇICO RURAL;CASER͏ TOJOCHN;53226509;AUGUSTO RENɠCASTILLO AGUIRRE;MICHAEL AROLDO RODR͇UEZ LӐEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN D́ A LA SEMANA);HUEHUETENANGO
13-03-0085-42;13-010;HUEHUETENANGO;MALACATANCITO;ANEXA A EORM;SECTOR BARRIOS, ALDEA CڃAL;36076869;AUGUSTO RENɠCASTILLO AGUIRRE;KAREM PAOLA GONZLEZ MONZӎ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0167-41;13-009;HUEHUETENANGO;MALACATANCITO;COPB ANEXO A EORM;ALDEA PUEBLO VIEJO;48261828;AUGUSTO RENɠCASTILLO AGUIRRE;ELMA SONTAY IXCOY;PREPRIMARIA BILINGUE;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0168-41;13-010;HUEHUETENANGO;MALACATANCITO;COPB ANEXO A EORM;ALDEA RIO HONDO;;AUGUSTO RENɠCASTILLO AGUIRRE;ALBERTH ESAڠAVILA CIFUENTES;PREPRIMARIA BILINGUE;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0169-41;13-010;HUEHUETENANGO;MALACATANCITO;COPB ANEXO A EORM;ALDEA CIENEGUILLAS;32645807;AUGUSTO RENɠCASTILLO AGUIRRE;ELVIA JUDITH CHAMPET SONTAY DE LOPEZ;PREPRIMARIA BILINGUE;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0170-42;13-009;HUEHUETENANGO;MALACATANCITO;COLEGIO PARROQUIAL MIXTO SANTA ANA;CALZADA FɌIX CALDERӎ AVILA 0-15, ZONA 6, BARRIO LA COMUNIDAD MALACATANCITO;77569558;AUGUSTO RENɠCASTILLO AGUIRRE;TOMASA ZACAŔS DOMINGO;PARVULOS;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0171-42;13-009;HUEHUETENANGO;MALACATANCITO;"EODP ANEXA A EOUM ""FɌIX CALDERON AVILA""";CABECERA MUNICIPAL;53857835;AUGUSTO RENɠCASTILLO AGUIRRE;ELDER GEOVANI TORRES MONZӎ;PARVULOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0172-43;13-009;HUEHUETENANGO;MALACATANCITO;"EOUM ""FɌIX CALDERӎ VILA""";CABECERA MUNICIPAL;30706288;AUGUSTO RENɠCASTILLO AGUIRRE;ELDER GEOVANI TORRES MONZӎ;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0173-43;13-009;HUEHUETENANGO;MALACATANCITO;COLEGIO PARROQUIAL MIXTO SANTA ANA;CALZADA FɌIX CALDERӎ AVILA 0-15, ZONA 6, BARRIO LA COMUNIDAD MALACATANCITO;77569558;AUGUSTO RENɠCASTILLO AGUIRRE;TOMASA ZACAŔS DOMINGO;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0174-43;13-009;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA CACUM;;AUGUSTO RENɠCASTILLO AGUIRRE;FLORESMILDA JOSEFINA RAMOS PɒEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0175-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA MITZITZAL;;AUGUSTO RENɠCASTILLO AGUIRRE;NEIDY CLARIBEL MORALES ALVARADO DE ALVARADO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0176-43;13-010;HUEHUETENANGO;MALACATANCITO;"EORM ""FRANCISCO MARROQUIN""";ALDEA CUCAL;51957018;AUGUSTO RENɠCASTILLO AGUIRRE;GERALDINE ANAH͠SAMAYOA CANO DE AGUILAR;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0177-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA CHIAQUE;;AUGUSTO RENɠCASTILLO AGUIRRE;DAVID ESTUARDO MOLINA VSQUEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0178-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA MALA;;AUGUSTO RENɠCASTILLO AGUIRRE;RICARDO SAQUIC TOJ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0179-43;13-009;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA PIACHE;;AUGUSTO RENɠCASTILLO AGUIRRE;YESENIA LISBETH DE LEӎ LӐEZ DE MORALES;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0180-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA PUCAL;;AUGUSTO RENɠCASTILLO AGUIRRE;MAYRA JUDITH ALVARADO VILLATORO DE RAMOS;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0181-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;CASERIO TUICICAN ALDEA MALA;50073799;AUGUSTO RENɠCASTILLO AGUIRRE;DAVID GERARDO ALFARO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0182-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA CHOCAL;;AUGUSTO RENɠCASTILLO AGUIRRE;EDELMIRA MIGUELINA VILLATORO ARRIAGA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0183-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA CIENEGUILLAS;;AUGUSTO RENɠCASTILLO AGUIRRE;ELVIA JUDITH CHAMPET SONTAY DE LOPEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0184-43;13-009;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA PUEBLO VIEJO;48261828;AUGUSTO RENɠCASTILLO AGUIRRE;ELMA SONTAY IXCOY;PRIMARIA;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0185-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA CONCEPCION LA CAL;;AUGUSTO RENɠCASTILLO AGUIRRE;JORGE ENRIQUE MOLINA ALVARADO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0186-43;13-009;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA XEPON;;AUGUSTO RENɠCASTILLO AGUIRRE;MANUELA ORALIA SONTAY IXCOY;PRIMARIA;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0187-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA QUIAQUIZUYAL;;AUGUSTO RENɠCASTILLO AGUIRRE;BERNARDINO SAMUEL IXCOY MORALES;PRIMARIA;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
13-03-0188-43;13-010;HUEHUETENANGO;MALACATANCITO;EORM;ALDEA PANILLA;;AUGUSTO RENɠCASTILLO AGUIRRE;ANA LIDIA ALVARADO ALVARADO DE VILLATORO;PRIMARIA;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);HUEHUETENANGO
