;;;;;;;;;;;;;;;;
CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
05-12-0034-46;05-018;ESCUINTLA;SAN VICENTE PACAYA;LICEO TɃNICO NUEVO MɘICO;6A AVENIDA LOTE 54 B, COMUNIDAD INDIGENA NUEVO MɘICO;30908952;LEIDI LILIANA ANAVIZCA ARIAS;MARIO CHEN YAT;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0494-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EOUM FERNANDO CRUZ;2A. AVENIDA Y 7A. CALLE ESQUINA, CANTON LA CARIDAD;51360228;LEIDI LILIANA ANAVIZCA ARIAS;PAOLA LISSETH JIMɎEZ PERALTA;PARVULOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0495-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EOUM FERNANDO CRUZ;3A. AVENIDA 6-11 CANTON LA CARIDAD;41180870;LEIDI LILIANA ANAVIZCA ARIAS;MAYRA JEANNETH MEJICANOS DE LEӎ;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0496-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA;ALDEA CONCEPCION EL CEDRO;55102780;LEIDI LILIANA ANAVIZCA ARIAS;EDGAR ALBERTO ACEITUNO MORALES;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0497-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA;ALDEA EL PATROCINIO;54741692;LEIDI LILIANA ANAVIZCA ARIAS;LUĆ ESPERANZA GODOY GONZLEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0498-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA;1A. AVENIDA Y 10A. CALLE 0-04 CANTON SANTA CRUZ;56274638;LEIDI LILIANA ANAVIZCA ARIAS;ALEYDA NATIVIDAD GRAJEDA VALLADARES;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0499-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA;ALDEA SAN FRANCISCO DE SALES;58248747;LEIDI LILIANA ANAVIZCA ARIAS;LOURDIS SARAL͠GARĆ GONZLEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0501-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM;ALDEA SAN JOSE EL BEJUCAL;30621458;LEIDI LILIANA ANAVIZCA ARIAS;RAFAEL ALFREDO PEREA REVOLORIO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0502-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM JURڎ MARINAL|/td>;CASERIO SAN JOSE GUACHIPILIN;32378215;LEIDI LILIANA ANAVIZCA ARIAS;MILTAN YURIZA QUEZADA MEJICANOS;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0503-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA;ALDEA LOS RIOS;33042953;LEIDI LILIANA ANAVIZCA ARIAS;DEN͓ KARMINA PONCIANO PINEDA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0504-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM;ALDEA LOS CHAGUITES;41126657;LEIDI LILIANA ANAVIZCA ARIAS;MIRNA MARILY SUAREZ MARTINEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0507-45;05-018;ESCUINTLA;SAN VICENTE PACAYA;IEBC PROFESOR OSCAR MARGARITO RONQUILLO PINEDA;8A. CALLE FINAL, 6-89 CANTӎ LA FE;38298229;LEIDI LILIANA ANAVIZCA ARIAS;ADRIN RODR͇UEZ PINEDA;BASICO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0757-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EPRM MIGUEL ANGEL MALDONADO ARRIOLA;HACIENDA SAN MIGUEL;;LEIDI LILIANA ANAVIZCA ARIAS;;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0860-42;;ESCUINTLA;SAN VICENTE PACAYA;COLEGIO DE PREPRIMARIA 'CAMINITO DEL LUZ';SAN VICENTE PACAYA;;;;PARVULOS;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0863-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;"EORM ""PROFESOR EMILIO ESTUARDO RONQUILLO PINEDA""";4A. AVENIDA. Y 13 CALLE, CANTӎ LA FE;41491795;LEIDI LILIANA ANAVIZCA ARIAS;MɒICI EVELINA GODOY PALENCIA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0930-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM;ALDEA CAс VIEJA;41350490;LEIDI LILIANA ANAVIZCA ARIAS;YOSSELYN MILENA MEJICANOS ORELLANA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-0931-43;;ESCUINTLA;SAN VICENTE PACAYA;EORM 'BARRIO LAS FLORES';BARRIO LAS FLORES;;;;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-1839-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA;CASERIO EL SILENCIO;46317423;LEIDI LILIANA ANAVIZCA ARIAS;LUIS OBDULIO PɒEZ GONZLEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-1841-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM;COMUNIDAD AGRICOLA SAN NICOLAS;30694346;LEIDI LILIANA ANAVIZCA ARIAS;ALBA MAGALY ARIANO ALVAREZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-1865-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;ALDEA SAN FRANCISCO DE SALES;58248747;LEIDI LILIANA ANAVIZCA ARIAS;LOURDIS SARAL͠GARĆ GONZLEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-1866-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;ALDEA EL PATROCINIO;54625464;LEIDI LILIANA ANAVIZCA ARIAS;HEILY ANGELICA RODRIGUEZ CRUZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-1867-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;COMUNIDAD AGRICOLA SAN NICOLAS;30694346;LEIDI LILIANA ANAVIZCA ARIAS;ALBA MAGALY ARIANO ALVAREZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-1958-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM JURڎ MARINAL|/td>;CASERIO SAN JOSE GUACHIPILIN;53436458;LEIDI LILIANA ANAVIZCA ARIAS;MILTAN YURIZA QUEZADA MEJICANOS;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-1960-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;ESCUELA OFICIAL DE PARVULOS;ALDEA CONCEPCION EL CEDRO;41571085;LEIDI LILIANA ANAVIZCA ARIAS;BETZY ROSITA OSORIO RONQUILLO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2005-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;ALDEA SAN JOSE EL BEJUCAL;30621458;LEIDI LILIANA ANAVIZCA ARIAS;RAFAEL ALFREDO PEREA REVOLORIO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2162-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM;ALDEA PATROCINIO;;LEIDI LILIANA ANAVIZCA ARIAS;;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2297-43;;ESCUINTLA;SAN VICENTE PACAYA;EPRM;FINCA SAN ANTONIO;;;;PRIMARIA;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2298-44;;ESCUINTLA;SAN VICENTE PACAYA;EPPA;FINCA SAN ANTONIO;;;;PRIMARIA DE ADULTOS;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2329-46;05-018;ESCUINTLA;SAN VICENTE PACAYA;INSTITUTO DE ENSEсNZA DIVERSIFICADA POR COOPERATIVA LIC.EVERARDO ANTONIO GODOY DAVILA;4TA. AVE. 6TA. CALLE BARRIO LAS FLORES;52187388-47698840;LEIDI LILIANA ANAVIZCA ARIAS;;DIVERSIFICADO;COOPERATIVA;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);ESCUINTLA
05-12-2414-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;ALDEA LOS RIOS;33042953;LEIDI LILIANA ANAVIZCA ARIAS;DEN͓ KARMINA PONCIANO PINEDA;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2415-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM NUEVO MEXICO;COMUNIDAD NUEVO MEXICO;45756933;LEIDI LILIANA ANAVIZCA ARIAS;MOISES PABLO AMBROCIO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2416-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM;COMUNIDAD NUEVO MEXICO;48254772;LEIDI LILIANA ANAVIZCA ARIAS;MOISES PABLO AMBROCIO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2439-45;05-018;ESCUINTLA;SAN VICENTE PACAYA;INEB DE TELESECUNDARIA;COMUNIDAD NUEVO MEXICO;56914695;LEIDI LILIANA ANAVIZCA ARIAS;ADELIA CHɎ YAT;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2485-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM;COMUNIDAD AGRARIA SAN JOSE EL ASINTAL;78231280;LEIDI LILIANA ANAVIZCA ARIAS;UBALDO PABLO VELASQUEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2584-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;COMUNIDAD AGRARIA SAN JOSE EL ASINTAL;52148820;LEIDI LILIANA ANAVIZCA ARIAS;UBALDO PABLO VELASQUEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2585-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA;CASERIO EL RODEO ALDEA EL PATROCINIO;56960902;LEIDI LILIANA ANAVIZCA ARIAS;ROSA FLORISELDA RONQUILLO ESCOBAR;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2586-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;ESCUELA OFICIAL URBANA MIXTA FERNANDO CRUZ;3A. AV. Y 7MA CALLE ESQUINA CANTON CARIDAD;41282402;LEIDI LILIANA ANAVIZCA ARIAS;BRENDA ROSABEL RONQUILLO PINEDA;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2711-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;"EODP ANEXA A EORM ""PROFESOR EMILIO ESTUARDO RONQUILLO PINEDA""";4A. AVENIDA Y 13 CALLE CANTON LA FE;41491795;LEIDI LILIANA ANAVIZCA ARIAS;MɒICI EVELINA GODOY PALENCIA;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2712-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;COLEGIO 'VALLE DE MARIA';7A. CALLE 4-41 CANTON LAS FLORES;;LEIDI LILIANA ANAVIZCA ARIAS;;PARVULOS;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2713-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;COLEGIO 'VALLE DE MARIA';7A. CALLE 4-41 CANTON LAS FLORES;;LEIDI LILIANA ANAVIZCA ARIAS;;PRIMARIA;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2716-42;27-019;ESCUINTLA;SAN VICENTE PACAYA;CENTRO INFANTIL NO. 04362 (SOSEP);CALLE DEL PALMAR 5-42 CANTON LA FE;59168368;MARIA ANTONIETA OSORIO ESPINOZA;;PARVULOS;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);ESCUINTLA
05-12-2790-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;1A. AVENIDA Y 10A. CALLE 0-04 CANTON SANTA CRUZ;56274638;LEIDI LILIANA ANAVIZCA ARIAS;ALEYDA NATIVIDAD GRAJEDA VALLADARES;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2797-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP;4AV. 9A. CALLE 3-72 LA ESPERANZA;53251578;LEIDI LILIANA ANAVIZCA ARIAS;MAYVER DAYANNA MORALES AGUILAR;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2849-45;05-018;ESCUINTLA;SAN VICENTE PACAYA;COLEGIO INTEGRAL VICENTINO;4A. AVENIDA Y 6A. CALLE ESQUINA;56960902;LEIDI LILIANA ANAVIZCA ARIAS;ROSA FLORISELDA RONQUILLO ESCOBAR;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;FIN DE SEMANA;ESCUINTLA
05-12-2850-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;CASERIO EL RODEO ALDEA EL PATROCINIO;56960902;LEIDI LILIANA ANAVIZCA ARIAS;ROSA FLORISELDA RONQUILLO ESCOBAR;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2856-46;05-018;ESCUINTLA;SAN VICENTE PACAYA;COLEGIO INTEGRAL VICENTINO;4A. AVENIDA Y 6A. CALLE ESQUINA;56960902;LEIDI LILIANA ANAVIZCA ARIAS;ROSA FLORISELDA RONQUILLO ESCOBAR;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;FIN DE SEMANA;ESCUINTLA
05-12-2871-45;05-018;ESCUINTLA;SAN VICENTE PACAYA;NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED #362;ALDEA CONCEPCION EL CEDRO;47097955;LEIDI LILIANA ANAVIZCA ARIAS;OLGA MARINA VILLELA RAM͒EZ;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2872-45;05-018;ESCUINTLA;SAN VICENTE PACAYA;NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED N.324;ALDEA LOS RIOS;;LEIDI LILIANA ANAVIZCA ARIAS;;BASICO;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2873-45;05-018;ESCUINTLA;SAN VICENTE PACAYA;NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED 325;ALDEA EL PATROCINIO;30658409;LEIDI LILIANA ANAVIZCA ARIAS;GUADALUPE MARISELA GONZALEZ RAMIREZ;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2874-45;05-018;ESCUINTLA;SAN VICENTE PACAYA;NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED #321;COMUNIDAD SAN NICOLAS;78425446;LEIDI LILIANA ANAVIZCA ARIAS;;BASICO;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2985-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM;ALDEA LOS CHAGUITES;;LEIDI LILIANA ANAVIZCA ARIAS;;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2986-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;ALDEA LOS CHAGUITES;;LEIDI LILIANA ANAVIZCA ARIAS;;PARVULOS;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-2989-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EOUM FERNANDO CRUZ;3A. Y 7A. CALLE ESQUINA CANTON LA CARIDAD;41282402;LEIDI LILIANA ANAVIZCA ARIAS;BRENDA ROSABEL RONQUILLO PINEDA;PARVULOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-3080-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EMRM;CASERIO TERRANOVA;;LEIDI LILIANA ANAVIZCA ARIAS;;PRIMARIA;MUNICIPAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ESCUINTLA
05-12-3081-42;05-018;ESCUINTLA;SAN VICENTE PACAYA;EODP ANEXA A EORM;CASERIO EL MILAGRO;30787839;LEIDI LILIANA ANAVIZCA ARIAS;FLORIDALMA AGUILAR MɎDEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-12-3082-43;05-018;ESCUINTLA;SAN VICENTE PACAYA;EORM;CASERIO EL MILAGRO;30787839;LEIDI LILIANA ANAVIZCA ARIAS;FLORIDALMA AGUILAR MɎDEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0001-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP BARRIO ESQUIPULAS NUEVO QUICHɼ/td>;BARRIO ESQUIPULAS NUEVO QUICHE;48566670;MARCO TULIO SAMAYOA CARDONA;LORENA PATRICIA FLORES ALBIZUREZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0002-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP ANEXA A EORM;CASERIO EL CHARRO;56335361;MARCO TULIO SAMAYOA CARDONA;GILDA MARIA HERNANDEZ BEZA;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0003-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP CASER͏ EL RASTRO;CASERIO EL RASTRO;49623933;MARCO TULIO SAMAYOA CARDONA;KAREN ZUCELY GONZALEZ DE LEON;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0004-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP CASER͏ EL CHAPARRAL;CASERIO EL CHAPARRAL;;MARCO TULIO SAMAYOA CARDONA;JACQUELINE JUDITH FLORES ALVISUREZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0005-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP TROCHA DOS (2), CALLE DIEZ (10);TROCHA DOS CALLE DIEZ;45214267;MARCO TULIO SAMAYOA CARDONA;ARTURO SALAZAR JUREZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0006-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP CASER͏ ESTRELLA DEL SUR, CALLE ONCE (11);CASERIO ESTRELLA DEL SUR CALLE ONCE NUEVA CONCEPCION;30973890;MARCO TULIO SAMAYOA CARDONA;RUBELIO ORELLANA CARDONA;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0007-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP ANEXA A EORM;CASER͏ TROCHA 10 CALLE 12;;MARCO TULIO SAMAYOA CARDONA;CARLOS HUMBERTO GARĆ REYES;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0008-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP CALLE EL TESORO, NUEVA CONCEPCIӎ;CALLE EL TESORO;54375037;MARCO TULIO SAMAYOA CARDONA;ELGA MARITZA TORRES SNCHEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0009-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP ANEXA A EORM;ALDEA POSA VERDE;51835737;MARCO TULIO SAMAYOA CARDONA;ELISABETH RAMIREZ PAZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0010-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP CASER͏ SANTA CLARA II;CASERIO SANTA CLARA II;31069141;MARCO TULIO SAMAYOA CARDONA;MAYDA ELIZABETH JIMɎEZ GODOY;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0011-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP CASER͏ CALLE DE LOS SILOS, CALLE CHICALES AL BANCO;CASERIO CALLE DE LOS SILOS CALLE CHICALES AL BANCO;49739862;MARCO TULIO SAMAYOA CARDONA;JESړ EDUARDO ALVARADO VILLATORO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0012-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP COMUNIDAD TROCHA SIETE (7), CALLE ONCE (11);PARCELAMIENTO TROCHA 7 CALLE 11;51545257;MARCO TULIO SAMAYOA CARDONA;YODALMO ALEXANDER ZUщGA ZAVALETA;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0013-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP TROCHA DIEZ (10) CALLE DEL BANCO;TROCHA 10 CALLE DEL BANCO;50474436;MARCO TULIO SAMAYOA CARDONA;MIRIAM ODILIA GARCIA CARPIO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0014-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP CASER͏ EL REGALITO PAMPAS LAS FLORES;CASERIO EL REGALITO PAMPAS LAS FLORES;45248568;MARCO TULIO SAMAYOA CARDONA;MIGUEL CARRILLO DE LEON;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0015-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP TROCHA OCHO (8) CALLE DIEZ (10);TROCHA OCHO (8) CALLE DIEZ (10);51851575;MARCO TULIO SAMAYOA CARDONA;IRMA MARILڠLӐEZ ESPINO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0016-42;05-026;ESCUINTLA;NUEVA CONCEPCION;EODP CASER͏ EL RECUERDO;CASERIO EL RECUERDO;30340789;MARCO TULIO SAMAYOA CARDONA;ANGEL DANIEL ARɖALO ESTRADA;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
05-13-0017-43;05-026;ESCUINTLA;NUEVA CONCEPCION;EORM CASER͏ EL CHAPARRAL;CASERIO EL CHAPARRAL;48809330;MARCO TULIO SAMAYOA CARDONA;JACQUELINE JUDITH FLORES ALVISUREZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);ESCUINTLA
