;;;;;;;;;;;;;;;;
CODIGO;DISTRITO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;DIRECCION;TELEFONO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
20-02-0027-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;CASER͏ CARRIZAL, ALDEA TONTOL;32162962;EDGAR ANIBAL MENENDEZ VELASQUEZ;--;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0102-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EOUM MARIA MOSCOSO ESPINO;BARRIO EL TAMARINDO SAN JOSE LA ARADA;53757758;EDGAR ANIBAL MENENDEZ VELASQUEZ;ODILY RUBIDIA VILLEDA PORTILLO;PARVULOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0103-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EOUM MARIA MOSCOSO ESPINO;BARRIO EL CENTRO;57429267;EDGAR ANIBAL MENENDEZ VELASQUEZ;ALBERTICO CERӎ SAGASTUME;PRIMARIA;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0104-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;CASERIO EL CARRIZAL, ALDEA SASPAN;53518260;EDGAR ANIBAL MENENDEZ VELASQUEZ;EDVIN GEOVANY MATEO MATEO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0105-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA CERRO DE CAL;38268298;EDGAR ANIBAL MENENDEZ VELASQUEZ;CLAUDIA NOEM͠MOSCOSO SALAZAR;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0106-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA GRANADILLAS;47982085;EDGAR ANIBAL MENENDEZ VELASQUEZ;YUCɌI HEMELI CHOM`MUяZ DE LӐEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0108-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM PROFESORA ORFELINDA OSORIO LEMUS;ALDEA LOS CIMIENTOS;46011704;EDGAR ANIBAL MENENDEZ VELASQUEZ;SANDRA LORENA RAM͒EZ JIMɎEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0109-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA GUACAMAYAS;38556141;EDGAR ANIBAL MENENDEZ VELASQUEZ;EDGAR BELIZARIO DUARTE ACEVEDO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0110-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA EL RINCON;50131668;EDGAR ANIBAL MENENDEZ VELASQUEZ;ERNESTO JOSE GONZLEZ ALARCON;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0111-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA TIERRA COLORADA;58046794;EDGAR ANIBAL MENENDEZ VELASQUEZ;OLGA LISSETH ESPINO MORALES;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0112-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA TONTOL;41042380;EDGAR ANIBAL MENENDEZ VELASQUEZ;ABEL GUSTAVO LAM PɒEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0113-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA EL SASPAN;50349002;EDGAR ANIBAL MENENDEZ VELASQUEZ;MAURA MARINA VILLEDA ORTEGA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0114-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA LA JOYA;57786882;EDGAR ANIBAL MENENDEZ VELASQUEZ;ROMELIA MARIA CACERES GUERRA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0115-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA SANTA ROSA;57893213;EDGAR ANIBAL MENENDEZ VELASQUEZ;KOKMAN ANGEL CHANG BARELA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0116-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA TOBAR;47952983;EDGAR ANIBAL MENENDEZ VELASQUEZ;ERLIN EMANUEL SAGASTUME ENCARNACIӎ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0117-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;CASERIO PLAN REDONDO ALDEA EL RODEO;53281951;EDGAR ANIBAL MENENDEZ VELASQUEZ;BYRON OTONIEL MOSCOSO LORENZO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0118-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA EL PEDRERO;32313649;EDGAR ANIBAL MENENDEZ VELASQUEZ;ELMER JOSUE MINER BARAHONA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0119-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA LA TORERA;53416785;EDGAR ANIBAL MENENDEZ VELASQUEZ;DILMA YANETH MOSCOSO MARROQU͎;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0120-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA LOS ENCUENTROS;;EDGAR ANIBAL MENENDEZ VELASQUEZ;;PRIMARIA;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0121-45;20-034;CHIQUIMULA;SAN JOSE LA ARADA;INSTITUTO DE EDUCACIӎ BSICA POR COOPERATIVA;COLONIA LAS BRISAS;58006660;BYRON HORACIO SARCEя ZEPEDA;JOSɠDE LA ROSA MOSCOSO MORALES;BASICO;COOPERATIVA;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0477-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA TASHAN;59915262;EDGAR ANIBAL MENENDEZ VELASQUEZ;SOILA HERLINDA MONROY LӐEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0494-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;ALDEA EL RODEO;42111728;EDGAR ANIBAL MENENDEZ VELASQUEZ;ULISES ALBERONI SANCE FLORES;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-0612-44;25-000;CHIQUIMULA;SAN JOSE LA ARADA;INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER);ALDEA SASPUA;;SONIA HAYDEE REYES MONTERROSO;;PRIMARIA DE ADULTOS;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;A DISTANCIA;CHIQUIMULA
20-02-0612-45;25-000;CHIQUIMULA;SAN JOSE LA ARADA;INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER);SAN JOSE LA ARADA;;SONIA HAYDEE REYES MONTERROSO;;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;A DISTANCIA;CHIQUIMULA
20-02-1121-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;CEIN -PAIN-;ALDEA TIERRA COLORADA;41109830;EDGAR ANIBAL MENENDEZ VELASQUEZ;WENDY LIZETH CASTELLӎ JIMENEZ DE ESPINO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1259-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;ALDEA SASPAN;53657287;EDGAR ANIBAL MENENDEZ VELASQUEZ;GUMERCINDA RAMOS MɎDEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1288-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;ALDEA TOBAR;;EDGAR ANIBAL MENENDEZ VELASQUEZ;;PARVULOS;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1289-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;ALDEA SANTA ROSA;57893213;EDGAR ANIBAL MENENDEZ VELASQUEZ;GEYDI ELOISA SANDOVAL MENɎDEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1290-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;ALDEA EL RINCON;30092904;EDGAR ANIBAL MENENDEZ VELASQUEZ;MARLIN YANETH D́Z AVALOS;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1291-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;ALDEA LOS CIMIENTOS;53526759;EDGAR ANIBAL MENENDEZ VELASQUEZ;BELSI KARINA MARTINEZ LEMUS;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1310-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;ALDEA CERRO DE CAL;;EDGAR ANIBAL MENENDEZ VELASQUEZ;;PARVULOS;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1399-45;20-025;CHIQUIMULA;SAN JOSE LA ARADA;INEB DE TELESECUNDARIA;ALDEA SASPAN;31238671;BYRON HORACIO SARCEя ZEPEDA;ELDER YOVANI LEMUS ESPAс;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1415-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EORM;CASERIO TAMBOR ALDEA TOBAR;32658534;EDGAR ANIBAL MENENDEZ VELASQUEZ;DUGLAS HUMBERTO LӐEZ PORTILLO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1485-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;ALDEA GUACAMAYAS;38556141;EDGAR ANIBAL MENENDEZ VELASQUEZ;EDGAR BELIZARIO DUARTE ACEVEDO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1598-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;CEIN -PAIN-;CANTON EL TAMARINDO;79437060;EDGAR ANIBAL MENENDEZ VELASQUEZ;BERTA ALICIA CALDERӎ Y CALDERӎ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1611-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;CASERIO CARRIZAL ALDEA SASPAN;57361102;EDGAR ANIBAL MENENDEZ VELASQUEZ;MIRIAM LUCRECIA SANTOS MONROY;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1658-45;20-025;CHIQUIMULA;SAN JOSE LA ARADA;INEB DE TELESECUNDARIA;ALDEA LOS CIMIENTOS;30322714;BYRON HORACIO SARCEя ZEPEDA;PRICILA BEN͔EZ GӍEZ;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-1824-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;"COLEGIO ""JARD͎ INFANTIL MI MUNDO ENCANTADO""";BARRIO NUEVO SAN JOSE LA ARADA;59987232;EDGAR ANIBAL MENENDEZ VELASQUEZ;ALBA MARINA CALDERӎ MORALES;PARVULOS;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-2152-45;20-025;CHIQUIMULA;SAN JOSE LA ARADA;INEB DE TELESECUNDARIA;ALDEA SANTA ROSA;30576312;BYRON HORACIO SARCEя ZEPEDA;EDVIN JAVIER ESPAс CHACӎ;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-2159-43;20-039;CHIQUIMULA;SAN JOSE LA ARADA;"COLEGIO ""JARDIN INFANTIL MI MUNDO ENCANTADO'";BARRIO NUEVO SAN JOSE LA ARADA;59987232;EDGAR ANIBAL MENENDEZ VELASQUEZ;ALBA MARINA CALDERӎ MORALES;PRIMARIA;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-2171-45;20-002;CHIQUIMULA;SAN JOSE LA ARADA;COLEGIO PRIVADO MIXTO JOSEFINO;BARRIO NUEVO;79437285;JUAN ABEL MORAN SOSA;;BASICO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-2172-46;20-002;CHIQUIMULA;SAN JOSE LA ARADA;COLEGIO PRIVADO MIXTO JOSEFINO;BARRIO NUEVO SAN JOSE LA ARADA;79437285;JUAN ABEL MORAN SOSA;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-2232-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;ALDEA EL RODEO;33204697;EDGAR ANIBAL MENENDEZ VELASQUEZ;ULISES ALBERONI SANCE FLORES;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-2233-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;ALDEA LA TORERA;51537320;EDGAR ANIBAL MENENDEZ VELASQUEZ;SAYDA YULISSA MOSCOSO MOSCOSO;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-02-2410-42;20-039;CHIQUIMULA;SAN JOSE LA ARADA;EODP ANEXA A EORM;COLONIA PADRE JUAN BARTNOWSKI;31941260;EDGAR ANIBAL MENENDEZ VELASQUEZ;VILMA LETICIA GUZMAN MOSCOSO;PARVULOS;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0001-46;20-003;CHIQUIMULA;SAN JUAN ERMITA;INSTITUTO DIVERSIFICADO MUNICIPAL DE SAN JUAN ERMITA;BARRIO SAN PEDRITO;51989697;BLANCA ROSA MORALES DE GUTIERREZ;HENRY ARTURO JORDN GUERRA;DIVERSIFICADO;MUNICIPAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0002-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;EODP;CASERIO EL MAGUEYAL ALDEA TASHARJA;30266182;BLANCA ROSA MORALES DE GUTIERREZ;AMILSA YADIRA GUERRA GARĆ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0003-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;EODP;CASERIO TASHARJA ARRIBA ALDEA TASHARJA;58995809;BLANCA ROSA MORALES DE GUTIERREZ;LIDIA LETICIA LӐEZ ROQUE;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0004-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;EODP;CASERIO LOS LOPEZ ALDEA CHURISCHAN;48594441;BLANCA ROSA MORALES DE GUTIERREZ;RODRIGO DE JESړ GARĆ GARĆ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0005-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;EODP ANEXA A EORM;CASERIO EL MIRADOR ALDEA BUENA VISTA;45794363;BLANCA ROSA MORALES DE GUTIERREZ;ELVIA MARILڠLEMUS MɎDEZ;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0006-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;EODP ANEXA A EORM;CASERIO TASHARJA ABAJO ALDEA TASHARJA;;BLANCA ROSA MORALES DE GUTIERREZ;ASTRID DANIELA LUNA CHEG܉N;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0007-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO EL MAGUEYAL ALDEA TASHARJA;33095345;BLANCA ROSA MORALES DE GUTIERREZ;DUNIA AZUCENA GUERRA PORTILLO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0008-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO TASHARJA ARRIBA ALDEA TASHARJA;;BLANCA ROSA MORALES DE GUTIERREZ;ANTONIO CARDONA PORTILLO;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0009-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO VIVIENDA NUEVA ALDEA LOS PLANES;;BLANCA ROSA MORALES DE GUTIERREZ;DEYSEE KARINA LEMUS GONZALEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0010-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO LOS LOPEZ ALDEA CHURISCHAN;;BLANCA ROSA MORALES DE GUTIERREZ;JULIO ALBERTO PɒEZ GUTIɒREZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0011-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO LOS CORONADOS ALDEA SAN ANTONIO LAJAS;;BLANCA ROSA MORALES DE GUTIERREZ;ALEIDA MERCEDES GUTIɒREZ MART͎EZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0012-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;BARRIO EL CAMPO;31855704;BLANCA ROSA MORALES DE GUTIERREZ;JENNI AZUCENA ROQUE MɎDEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0013-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO EL CERRON ALDEA CHURISCHAN;53588906;BLANCA ROSA MORALES DE GUTIERREZ;DIONI OBANIO COBON JORDAN;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0014-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO EL MIRADOR ALDEA BUENA VISTA;46817389;BLANCA ROSA MORALES DE GUTIERREZ;ANGELA ISABEL RAMOS MɎDEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0015-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;BARRIO EL PINALITO;;BLANCA ROSA MORALES DE GUTIERREZ;EDWIN RENɠGARĆ GONZLEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0016-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO EL ROBLARCITO ALDEA QUEQUEZQUE;49701442;BLANCA ROSA MORALES DE GUTIERREZ;WɓLEN EDMUNDO ROQUE MɎDEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0017-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO LA ESPERANZA ALDEA RIO ARRIBA;45106224;BLANCA ROSA MORALES DE GUTIERREZ;DORA LETICIA GUTIɒREZ VSQUEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0018-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO TASHARJA ABAJO ALDEA TASHARJA;;BLANCA ROSA MORALES DE GUTIERREZ;KAREN JOHANNA ROSALES PɒEZ;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0019-45;20-003;CHIQUIMULA;SAN JUAN ERMITA;INEB;BARRIO SAN PEDRITO;50000693;BLANCA ROSA MORALES DE GUTIERREZ;WILDER ALEXIS GALICIA PORTILLO;BASICO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0020-45;20-025;CHIQUIMULA;SAN JUAN ERMITA;INEB DE TELESECUNDARIA;ALDEA MINAS ARRIBA;;BYRON HORACIO SARCEя ZEPEDA;PRISCILA NOEMY FLORES RIVERA;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0021-45;20-025;CHIQUIMULA;SAN JUAN ERMITA;INEB DE TELESECUNDARIA;ALDEA RIO ARRIBA;45404378;BYRON HORACIO SARCEя ZEPEDA;OSCAR ERASMO HERNNDEZ REYES;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0022-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;EODP ANEXA A EORM;CASERIO VIVIENDA NUEVA, ALDEA LOS PLANES;58220408;BLANCA ROSA MORALES DE GUTIERREZ;IBANA AZUCENA PAIZ BRENES;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0023-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO CEIBITA CENTRO ALDEA EL COCO;48325722;BLANCA ROSA MORALES DE GUTIERREZ;PERLA MARISOL ROQUE FLORES DE ROQUE;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0024-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;BARRIO ORATORIO ALDEA MINAS ABAJO;46574415;BLANCA ROSA MORALES DE GUTIERREZ;MAYRA YANETH PORTILLO GUERRA;PRIMARIA;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0025-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO LOS COYOTES, ALDEA CHISPAN JARAL;46094978;BLANCA ROSA MORALES DE GUTIERREZ;DANY OTONIEL GUERRA JORDN;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0026-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;ESCUELA MUNICIPAL DE PARVULOS;BARRIO EL PINALITO;;BLANCA ROSA MORALES DE GUTIERREZ;---;PARVULOS;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0027-45;20-030;CHIQUIMULA;SAN JUAN ERMITA;NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 260;CASER͏ EL MAGUEYAL ALDEA TASHARJ|/td>;57049076;VILMA ESPERANZA LOPEZ INTERIANO;REGINALDO ANTONIO CARDONA MARCOS;BASICO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIQUIMULA
20-03-0028-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;ESCUELA MUNICIPAL DE PARVULOS ANEXA A EMRM;CASERIO LOS COYOTES, ALDEA CHISPAN JARAL;30886063;BLANCA ROSA MORALES DE GUTIERREZ;ASTRID VERONICA GARCIA ORTIZ;PARVULOS;MUNICIPAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0029-43;20-003;CHIQUIMULA;SAN JUAN ERMITA;EORM;CASERIO EL ZARZAL, SECTOR II, ALDEA CAULOTES;52022456;BLANCA ROSA MORALES DE GUTIERREZ;HUGO NOɠGUERRA GUERRA;PRIMARIA;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0030-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;EODP ANEXA A EORM;CASER͏ LA ESPERANZA ALDEA R͏ ARRIBA;51559235;BLANCA ROSA MORALES DE GUTIERREZ;MARGARITA LEMUS VILLEDA DE LEMUS;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
20-03-0031-42;20-003;CHIQUIMULA;SAN JUAN ERMITA;EODP ANEXA EORM;CASER͏ MATAZANO ALDEA CHISPAN;40158239;BLANCA ROSA MORALES DE GUTIERREZ;---;PARVULOS;OFICIAL;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIQUIMULA
